Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
0,S,0,0,0,0,0,0,155.03,0,0,96.13,110.9984,2.409789,0,0,0,0,0,0,89.9999,89.9999,0,0
0.010,S,0.010,0.010,0,0.7018395,0,1817.99,155.03,0,0,96.11945,110.9984,2.4115,345.120793262861,345.120793262233,0.000658503617133335,15.0704987343726,3.451208,0.000006585036,89.9999,89.9999,0.01725604,0.00000003292518
0.02,S,0.02,0.01311251,0,0.66469,0,1820.9,154.9879,0.03105631,0,96.10889,110.9984,2.41321,345.820933223047,345.820933222418,0.000659725591500073,16.215712512465,6.909417,0.00001318229,89.9999,89.9999,0.06905916,0.0000001317618
0.03,S,0.03,0.01410894,0,0.6551449,0,1823.704,154.9035,0.03543921,0,96.09834,110.9984,2.41492,346.608466477372,346.608466476742,0.000661100101296298,17.968318875843,10.3755,0.00001979329,89.9999,89.9999,0.1554838,0.0000002966397
0.04,S,0.04,0.01563384,0,0.6421055,0,1827.227,154.819,0.04264763,0,96.08779,110.9984,2.41663,347.545791114932,347.5457911143,0.000662736041079352,20.1756975181192,13.85096,0.00002642065,89.9999,89.9999,0.276616,0.0000005277094
0.05,S,0.05,0.01755444,0,0.6278383,0,1830.632,154.7343,0.05257472,0,96.07724,110.9984,2.41834,348.459508457062,348.459508456429,0.000664330778661155,22.709715236846,17.33555,0.00003306396,89.9999,89.9999,0.4325486,0.0000008251325
0.05999999,S,0.05999999,0.01975925,0,0.6137474,0,1833.879,154.6495,0.06511532,0,96.06669,110.9984,2.42005,349.341236070099,349.341236069464,0.000665869683966083,25.4765704596308,20.82896,0.00003972266,89.9999,89.9999,0.6233711,0.000001189066
0.06999999,S,0.06999999,0.02216664,0,0.6004988,0,1837.989,154.5645,0.08017918,0,96.05614,110.9984,2.42176,350.403311015159,350.403311014523,0.000667723349433717,28.4131072914163,24.33299,0.00004639989,89.9999,89.9999,0.8491809,0.000001619678
0.07999999,S,0.07999999,0.02472168,0,0.5883147,0,1841.606,154.4794,0.09770387,0,96.04559,110.9984,2.42347,351.363693156237,351.363693155599,0.000669399533414394,31.4745176670412,27.84663,0.00005309389,89.9999,89.9999,1.110079,0.000002117147
0.08999999,S,0.08999999,0.02738538,0,0.5772166,0,1845.883,154.3941,0.11763,0,96.03503,110.9984,2.42518,352.462865110337,352.462865109698,0.000671317951671648,34.6318727615048,31.37126,0.00005980707,89.9999,89.9999,1.406168,0.000002681652
0.09999999,S,0.09999999,0.03013257,0,0.5671271,0,1850.029,154.3086,0.1399232,0,96.02448,110.9984,2.426891,353.535858077816,353.535858077175,0.000673190679342932,37.8640063162972,34.90662,0.00006653897,89.9999,89.9999,1.737558,0.000003313382
0.11,S,0.11,0.03294482,0,0.5579453,0,1854.131,154.2229,0.1645499,0,96.01393,110.9984,2.428601,354.600749104519,354.600749103876,0.000675049261268934,41.1559935668375,38.45263,0.00007328946,89.9999,89.9999,2.104354,0.000004012524
0.12,S,0.12,0.03580916,0,0.549565,0,1858.144,154.137,0.1914844,0,96.00338,110.9984,2.430311,355.648367607885,355.648367607241,0.000676877702903659,44.4969276933341,42.00911,0.00008005824,89.9999,89.9999,2.506663,0.000004779263
0.13,S,0.13,0.03871611,0,0.5418887,0,1862.411,154.0509,0.2207055,0,95.99283,110.9984,2.432021,356.750097182992,356.750097182346,0.000678800580975541,47.8794196853589,45.57661,0.00008684624,89.9999,89.9999,2.944591,0.000005613785
0.14,S,0.14,0.04165922,0,0.5348279,0,1865.94,153.9646,0.2522023,0,95.98228,110.9984,2.433731,357.698984810553,357.698984809906,0.000680456705488892,51.2960821400811,49.1536,0.00009365081,89.9999,89.9999,3.418242,0.00000651627
0.15,S,0.15,0.04463208,0,0.5283102,0,1870.102,153.8781,0.2859489,0,95.97173,110.9984,2.435441,358.781249927455,358.781249926806,0.000682345612427668,54.743658801296,52.74141,0.0001004743,89.9999,89.9999,3.927717,0.000007486896
0.16,S,0.16,0.04763186,0,0.5222681,0,1874.007,153.7915,0.321948,0,95.96117,110.9984,2.437151,359.810947354165,359.810947353515,0.000684142771803082,58.2181549409025,56.33952,0.0001073157,89.9999,89.9999,4.473122,0.000008525846
0.17,S,0.17,0.05065507,0,0.5166475,0,1877.924,153.7046,0.3601874,0,95.95062,110.9984,2.438861,360.844424109439,360.844424108787,0.000685946533317851,61.7168547506553,59.94796,0.0001141752,89.9999,89.9999,5.054559,0.000009633301
0.18,S,0.18,0.05369936,0,0.5114006,0,1882.053,153.6176,0.4006625,0,95.94007,110.9984,2.440572,361.923369700166,361.923369699512,0.000687829647679609,65.2380264758128,63.56719,0.0001210535,89.9999,89.9999,5.672135,0.00001080944
0.19,S,0.19,0.05676322,0,0.5064863,0,1886.198,153.5304,0.4433749,0,95.92952,110.9984,2.442281,363.006831416637,363.006831415982,0.000689720644561006,68.7799709787372,67.19726,0.0001279507,89.9999,89.9999,6.325957,0.00001205446
0.2,S,0.2,0.05984517,0,0.5018696,0,1890.14,153.443,0.4883239,0,95.91897,110.9984,2.443992,364.049144503645,364.049144502988,0.000691539823901653,72.3408576413815,70.83775,0.0001348661,89.9999,89.9999,7.016132,0.00001336855
0.21,S,0.21,0.06294362,0,0.497521,0,1894.485,153.3554,0.5355042,0,95.90842,110.9984,2.445702,365.176963646436,365.176963645778,0.000693508239822691,75.9203638856933,74.48952,0.0001418012,89.9999,89.9999,7.742769,0.00001475188
0.22,S,0.22,0.0660583,0,0.4934134,0,1898.761,153.2676,0.5849279,0,95.89787,110.9984,2.447412,366.292014015075,366.292014014415,0.000695454370455199,79.5174015213432,78.15244,0.0001487557,89.9999,89.9999,8.505979,0.00001620467
0.23,S,0.23,0.06918826,0,0.4895244,0,1902.875,153.1796,0.6365952,0,95.88731,110.9984,2.449122,367.374111025739,367.374111025077,0.000697342987025956,83.1308537263423,81.82619,0.0001557291,89.9999,89.9999,9.305872,0.00001772709
0.24,S,0.24,0.07233252,0,0.4858344,0,1907.143,153.0914,0.6905055,0,95.87676,110.9984,2.450832,368.489852669613,368.489852668949,0.000699290319296527,86.7603607041642,85.51109,0.000162722,89.9999,89.9999,10.14256,0.00001931935
0.25,S,0.25,0.07549077,0,0.4823259,0,1911.313,153.0031,0.7466666,0,95.86621,110.9984,2.452542,369.586303672557,369.586303671892,0.000701203989069839,90.4051647339106,89.20695,0.000169734,89.9999,89.9999,11.01615,0.00002098163
0.26,S,0.26,0.07866237,0,0.4789836,0,1915.394,152.9145,0.8050802,0,95.85566,110.9984,2.454252,370.665467051081,370.665467050414,0.000703087486676116,94.06461158965,92.9136,0.0001767649,89.9999,89.9999,11.92675,0.00002271412
0.27,S,0.27,0.08184673,0,0.475794,0,1919.489,152.8257,0.8657484,0,95.84511,110.9984,2.455962,371.748914290352,371.748914289683,0.000704978455760922,97.7383335748246,96.63109,0.0001838147,89.9999,89.9999,12.87447,0.00002451702
0.28,S,0.28,0.08504354,0,0.472745,0,1923.851,152.7367,0.9286771,0,95.83456,110.9984,2.457673,372.88967547111,372.88967547044,0.000706969462544378,101.426545355854,100.36,0.0001908844,89.9999,89.9999,13.85943,0.00002639052
0.29,S,0.29,0.088253,0,0.4698255,0,1927.816,152.6476,0.9938821,0,95.82401,110.9984,2.459383,373.948277823154,373.948277822482,0.000708817069912063,105.128115226344,104.0995,0.0001979726,89.9999,89.9999,14.88173,0.0000283348
0.3,S,0.3,0.09147411,0,0.4670265,0,1932.007,152.5582,1.061355,0,95.81345,110.9984,2.461093,375.055705682268,375.055705681595,0.000710749894226825,108.843277189455,107.8501,0.0002050801,89.9999,89.9999,15.94148,0.00003035007
0.31,S,0.31,0.09470706,0,0.4643388,0,1936.303,152.4686,1.131114,0,95.8029,110.9984,2.462803,376.186905975955,376.18690597528,0.000712724215311235,112.571993286278,111.612,0.0002122073,89.9999,89.9999,17.03879,0.0000324365
0.32,S,0.32,0.09795186,0,0.4617546,0,1940.551,152.3789,1.203166,0,95.79235,110.9984,2.464513,377.309026218459,377.309026217782,0.000714682683496461,116.313957202676,115.3851,0.0002193541,89.9999,89.9999,18.17377,0.00003459431
0.33,S,0.33,0.1012082,0,0.459267,0,1944.611,152.2889,1.27752,0,95.7818,110.9984,2.466223,378.39309817676,378.393098176081,0.000716574745266145,120.0685891871,119.169,0.0002265198,89.9999,89.9999,19.34654,0.00003682368
0.3399999,S,0.3399999,0.1044756,0,0.4568697,0,1949.053,152.1988,1.354175,0,95.77125,110.9984,2.467933,379.559134944315,379.559134943635,0.000718609863038585,123.836620643427,122.9646,0.0002337059,89.9999,89.9999,20.55721,0.0000391248
0.3499999,S,0.3499999,0.1077548,6.600957,0.4545565,0,1952.965,152.1084,1.433157,0,95.7607,110.9984,2.469643,380.614300000681,380.6143,0.0007200795,127.616716573453,126.7707,0.0002409067,89.9999,89.99989,21.82492,0.00004149787
0.3599999,S,0.3599999,0.1110444,6.403844,0.6715535,1.815701,1957.231,152.0179,2.248469,6.4457,95.75014,105.0438,1.50626,381.592666735375,381.5905,-1.28593,131.406616794819,130.5866,-0.01261839,89.99962,90.00553,23.13078,-0.00002038955
0.3699999,S,0.3699999,0.1143427,6.216558,0.6554891,1.753371,1961.488,151.9271,2.326881,6.589618,95.73959,105.1909,1.53182,382.724760165861,382.7225,-1.315309,135.209182608353,134.4138,-0.02577148,89.99877,90.01099,24.47492,-0.0002123389
0.3799999,S,0.3799999,0.1176519,6.03829,0.6406612,1.694579,1965.749,151.8362,2.407673,6.732877,95.72904,105.3322,1.556435,383.85904043673,383.8567,-1.340444,139.024411961522,138.2524,-0.03917592,89.99734,90.01623,25.85744,-0.0005370759
0.3899999,S,0.3899999,0.1209723,5.868316,0.6269372,1.639015,1969.929,151.7451,2.490834,6.87533,95.71849,105.4681,1.580166,384.977306231229,384.9749,-1.361133,142.851915406016,142.1021,-0.05278725,89.99529,90.02129,27.27847,-0.0009968918
0.3999999,S,0.3999999,0.1243034,5.70595,0.6142017,1.586397,1974.475,151.6537,2.576341,7.016944,95.70794,105.5989,1.603078,386.1748553922,386.1724,-1.377104,146.692506361254,145.9638,-0.06655829,89.99261,90.02613,28.7381,-0.001593619
0.4099999,S,0.4099999,0.1276459,5.550616,0.602352,1.536467,1978.619,151.5622,2.664203,7.157461,95.69739,105.725,1.625228,387.288487988679,387.286,-1.388212,150.545315165107,149.8367,-0.08044041,89.98927,90.03076,30.23647,-0.002328613
0.4199999,S,0.4199999,0.1309991,5.401768,0.5913013,1.489004,1982.945,151.4704,2.754386,7.296785,95.68684,105.8468,1.646667,388.442101744367,388.4396,-1.394116,154.410573601769,153.7211,-0.09438157,89.98525,90.03518,31.77368,-0.003202723
0.4299999,S,0.4299999,0.1343632,5.258919,0.5809717,1.443804,1987.077,151.3785,2.846888,7.434723,95.67628,105.9644,1.667444,389.556096544585,389.5536,-1.394662,158.287822915622,157.6166,-0.1083282,89.98054,90.03938,33.34985,-0.004216271
0.4399998,S,0.4399998,0.1377378,5.121631,0.5712956,1.400686,1990.967,151.2863,2.94169,7.571089,95.66573,106.0782,1.687602,390.619871637524,390.6174,-1.389581,162.176609622092,161.5228,-0.122224,89.97509,90.04335,34.96507,-0.005369032
0.4499998,S,0.4499998,0.1411224,4.989659,0.5622135,1.359488,1992.208,151.194,3.038767,7.705198,95.65518,106.1885,1.707182,391.121430584903,391.119,-1.378877,166.071205036764,165.434,-0.1360128,89.9689,90.0471,36.61941,-0.006660216
0.4599998,S,0.4599998,0.1445122,4.862425,0.5536829,1.320109,1996.206,151.1016,3.137964,7.837734,95.64463,106.2953,1.726202,392.210164276487,392.2078,-1.36183,169.977438863157,169.3561,-0.1496311,89.96194,90.05062,38.31297,-0.008088436
0.4699998,S,0.4699998,0.1479122,4.739764,0.5456427,1.282352,1997.151,151.009,3.239417,7.967581,95.63408,106.399,1.744722,392.649982537137,392.6477,-1.338832,173.888791907333,173.2826,-0.1630194,89.9542,90.0539,40.0458,-0.009651689
0.4799998,S,0.4799998,0.1513166,4.621169,0.5380622,1.246147,2000.928,150.9163,3.342945,8.095448,95.62353,106.4997,1.762753,393.693675850335,393.6915,-1.308905,177.811203460382,177.2195,-0.1761084,89.94564,90.05693,41.81799,-0.01134733
0.4899998,S,0.4899998,0.1547308,4.506444,0.5308916,1.211324,2002.947,150.8235,3.448693,8.220464,95.61298,106.5977,1.780352,394.363652962244,394.3616,-1.272487,181.740950236649,181.1631,-0.1888333,89.93626,90.05972,43.62962,-0.01317204
0.4999998,S,0.4999998,0.1581514,4.395249,0.5241032,1.177809,2005.905,150.7306,3.556551,8.342797,95.60242,106.6932,1.797533,395.23451051608,395.2326,-1.228902,185.679992840637,185.1154,-0.2011223,89.92602,90.06225,45.48078,-0.01512181
0.5099998,S,0.5099998,0.1615801,4.287351,0.5176623,1.145485,2008.508,150.6375,3.666565,8.462044,95.59187,106.7863,1.814335,396.030752374843,396.029,-1.178128,189.627603393867,189.0757,-0.2129036,89.91491,90.06451,47.37154,-0.01719194
0.5199998,S,0.5199998,0.1650164,4.182512,0.5115431,1.114273,2010.904,150.5444,3.778708,8.577979,95.58132,106.8773,1.830782,396.783480629437,396.7819,-1.11997,193.583255541047,193.0435,-0.2241033,89.90291,90.06651,49.30197,-0.01937698
0.5299998,S,0.5299998,0.1684597,4.08048,0.5057206,1.084089,2014.069,150.4511,3.892951,8.690515,95.57077,106.9661,1.846899,397.701396135489,397.7,-1.053797,197.548619340377,197.0205,-0.2346413,89.89,90.06824,51.27217,-0.0216707
0.5399998,S,0.5399998,0.1719116,3.981114,0.5001706,1.054849,2015.682,150.3577,4.009343,8.79904,95.56022,107.0532,1.862713,398.288206339399,398.287,-0.9802755,201.520379804937,201.0034,-0.2444441,89.87617,90.06968,53.28221,-0.02406613
0.5499998,S,0.5499998,0.175369,3.884133,0.4948768,1.026503,2019.565,150.2641,4.127775,8.90387,95.54967,107.1384,1.878238,399.361808704823,399.3608,-0.8975942,205.50330359095,204.997,-0.2534201,89.86138,90.07082,55.33218,-0.02655545
0.5599998,S,0.5599998,0.1788363,3.789458,0.4898156,0.9989614,2020.942,150.1705,4.24839,9.004054,95.53912,107.2221,1.893508,399.899415683287,399.8986,-0.8077016,209.492083319934,208.996,-0.2614971,89.84564,90.07169,57.42213,-0.02913003
0.5699998,S,0.5699998,0.1823087,3.696841,0.484976,0.9721926,2024.339,150.0767,4.371014,9.099933,95.52856,107.3042,1.908528,400.870925416309,400.8703,-0.7081116,213.490990849977,213.0047,-0.2685782,89.82891,90.07224,59.55218,-0.03178041
0.5799997,S,0.5799997,0.18579,3.6062,0.4803387,0.9461191,2025.858,149.9828,4.495787,9.190677,95.51801,107.385,1.923329,401.44054947853,401.4401,-0.6007309,217.496017724583,217.0191,-0.2745855,89.81119,90.07249,61.72237,-0.03449623
0.5899997,S,0.5899997,0.1892768,3.517317,0.4758936,0.9207104,2029.529,149.8888,4.622567,9.276566,95.50746,107.4644,1.93792,402.472689617231,402.4724,-0.4828312,221.511738948791,221.0438,-0.2794138,89.79245,90.07243,63.93281,-0.03726622
0.5999997,S,0.5999997,0.1927728,3.430139,0.4716246,0.895899,2030.865,149.7946,4.751511,9.356675,95.49691,107.5428,1.952326,403.004358376908,403.0042,-0.3572858,225.533149676244,225.0738,-0.2829866,89.7727,90.07204,66.18355,-0.04007823
0.6099997,S,0.6099997,0.196274,3.344442,0.4675247,0.8716647,2035.034,149.7004,4.882451,9.431456,95.48636,107.62,1.966552,404.145559849267,404.1455,-0.2199446,229.566425173368,229.1153,-0.2851861,89.75189,90.07132,68.4747,-0.04291909
0.6199997,S,0.6199997,0.1997855,3.260215,0.4635784,0.8479392,2036.086,149.606,5.015594,9.499715,95.47581,107.6963,1.980629,404.617807037812,404.6178,-0.07546687,233.604765027653,233.1615,-0.2859408,89.73003,90.07027,70.80631,-0.04577472
0.6299997,S,0.6299997,0.2033015,3.177273,0.459782,0.8247154,2039.637,149.5115,5.150715,9.561915,95.46526,107.7716,1.994552,405.628208147884,405.6282,0.08130205,237.65354865343,237.2178,-0.2851278,89.70711,90.06886,73.17849,-0.04863007
0.6399997,S,0.6399997,0.2068267,3.095573,0.4561229,0.8019375,2041.141,149.4169,5.288003,9.617122,95.4547,107.8462,2.008348,406.199074596959,406.199,0.2461756,241.708372362084,241.2798,-0.282666,89.68311,90.06712,75.59129,-0.05146904
0.6499997,S,0.6499997,0.2103572,3.014948,0.4525964,0.7795897,2045.313,149.3222,5.427303,9.665651,95.44415,107.92,2.02202,407.345121172368,407.3449,0.4244843,245.77501777771,245.3533,-0.2784212,89.65802,90.06502,78.04482,-0.05427447
0.6599997,S,0.6599997,0.2138981,2.935394,0.4491918,0.757623,2046.388,149.2273,5.568841,9.706392,95.4336,107.9932,2.035591,407.825055734068,407.8246,0.6096879,249.846685509707,249.4315,-0.2723243,89.63184,90.06255,80.53913,-0.0570282
0.6699997,S,0.6699997,0.2174434,2.856756,0.4459068,0.7360328,2050.241,149.1323,5.712368,9.73976,95.42305,108.0658,2.04906,408.904700898726,408.9039,0.8093095,253.92945889956,253.5205,-0.2642312,89.60454,90.05972,83.07433,-0.05971098
0.6799996,S,0.6799996,0.2209985,2.77902,0.4427319,0.7147741,2051.66,149.0372,5.858128,9.764749,95.4125,108.1378,2.062446,409.460161905294,409.4589,1.016562,258.018136794195,257.6151,-0.2540656,89.57613,90.0565,85.65048,-0.06230246
0.6899996,S,0.6899996,0.2245589,2.702057,0.4396649,0.6938405,2055.535,148.942,6.005931,9.781637,95.40195,108.2093,2.075752,410.546768713544,410.5449,1.238703,262.118005724734,261.7206,-0.2416786,89.54661,90.05291,88.26768,-0.06478118
0.6999996,S,0.6999996,0.228129,2.625865,0.4366978,0.6731946,2056.842,148.8467,6.156004,9.789431,95.3914,108.2805,2.088996,411.079521538453,411.0769,1.468099,266.223465431804,265.8314,-0.2269976,89.51596,90.04893,90.926,-0.06712456
0.7099996,S,0.7099996,0.2317042,2.550316,0.4338294,0.6528342,2061.272,148.7512,6.308136,9.788516,95.38084,108.3513,2.102175,412.288264588573,412.2847,1.714428,270.341202820152,269.9542,-0.2098533,89.48418,90.04453,93.62554,-0.06930882
0.7199996,S,0.7199996,0.2352901,2.475427,0.4310521,0.6327222,2062.198,148.6556,6.462615,9.777706,95.37029,108.4217,2.115308,412.740382526076,412.7357,1.96604,274.463719748733,274.0815,-0.1901929,89.45129,90.03976,96.36636,-0.07130904
0.7299996,S,0.7299996,0.2388802,2.401085,0.4283659,0.6128622,2065.983,148.5599,6.619161,9.757414,95.35974,108.4919,2.128392,413.811835743276,413.8058,2.235014,278.59730506534,278.2196,-0.1678428,89.41725,90.03456,99.14855,-0.07309923
0.7399996,S,0.7399996,0.2424801,2.327295,0.4257643,0.5932219,2067.36,148.464,6.778053,9.726651,95.34919,108.5619,2.141442,414.362908165864,414.3553,2.510981,282.736658753611,282.3632,-0.142733,89.38209,90.02896,101.9722,-0.07465211
0.7499996,S,0.7499996,0.2460851,2.253968,0.4232467,0.5738016,2071.648,148.3681,6.939095,9.685716,95.33864,108.6316,2.154458,415.545870794986,415.5364,2.805532,286.888071476513,286.5186,-0.1146777,89.34581,90.02293,104.8374,-0.07593916
0.7599996,S,0.7599996,0.2497007,2.181112,0.4208079,0.5545763,2072.709,148.272,7.102585,9.633584,95.32809,108.7013,2.167451,416.029784758734,416.0182,3.104686,291.044544592422,290.6788,-0.08363084,89.3084,90.01649,107.7442,-0.0769307
0.7699996,S,0.7699996,0.2533209,2.10865,0.4185477,0.5355428,2076.755,148.1758,7.269985,9.570473,95.31754,108.7707,2.180422,417.162248911143,417.1482,3.423617,295.212570044893,294.8503,-0.04939467,89.26987,90.0096,110.6927,-0.07759583
0.7799996,S,0.7799996,0.2569511,2.036596,0.4163705,0.516684,2078.093,148.0794,7.440129,9.495539,95.30698,108.8401,2.19338,417.707413736706,417.6906,3.747821,299.386248440298,299.0272,-0.01191646,89.23025,90.00228,113.6829,-0.07790238
0.7899995,S,0.7899995,0.2605864,1.96488,0.4142668,0.4980027,2082.061,147.983,7.612648,9.409032,95.29643,108.9094,2.206323,418.825088142726,418.8051,4.091781,303.571273598076,303.2152,0.02900135,89.18952,89.99451,116.7151,-0.07781696
0.7999995,S,0.7999995,0.2642317,1.893524,0.4122328,0.47948,2083.286,147.8864,7.787821,9.310047,95.28588,108.9787,2.21926,419.347408124076,419.3239,4.440224,307.761746067003,307.4084,0.07340359,89.14771,89.98632,119.7892,-0.07730494
0.8099995,S,0.8099995,0.2678818,1.822462,0.4102686,0.4611202,2087.78,147.7897,7.965438,9.198931,95.27533,109.0479,2.23219,420.581821250254,420.5543,4.811353,311.964760275211,311.6139,0.1215171,89.10482,89.97765,122.9053,-0.07633033
0.8199995,S,0.8199995,0.271543,1.751732,0.4083706,0.4429061,2088.721,147.6928,8.145856,9.074679,95.26478,109.1172,2.24512,421.043908775432,421.012,5.183529,316.172617550756,315.824,0.1733524,89.06088,89.96855,126.0636,-0.07485598
0.8299995,S,0.8299995,0.2752085,1.681274,0.4065394,0.424846,2092.586,147.5959,8.328775,8.937668,95.25423,109.1864,2.258045,422.143855422441,422.107,5.578102,320.39171370726,320.0451,0.2291334,89.01589,89.95898,129.264,-0.07284355
0.8399995,S,0.8399995,0.2788839,1.611119,0.4047718,0.4069245,2093.922,147.4988,8.514533,8.787046,95.24368,109.2556,2.270976,422.693448717664,422.6512,5.97618,324.61644923531,324.2716,0.2888952,88.96989,89.94895,132.5067,-0.07025341
0.8499995,S,0.8499995,0.2825643,1.541226,0.403068,0.3891484,2098.272,147.4016,8.702923,8.623145,95.23312,109.3248,2.283905,423.90138704097,423.8531,6.39809,328.853421162875,328.5101,0.3528761,88.9229,89.93845,135.7918,-0.06704456
0.8599995,S,0.8599995,0.2862554,1.471632,0.4014252,0.3715067,2099.313,147.3043,8.894306,8.445137,95.22257,109.3941,2.296839,424.388193477226,424.3334,6.819414,333.095430189744,332.7534,0.4210702,88.87492,89.9275,139.1194,-0.06317482
0.8699995,S,0.8699995,0.2899511,1.402302,0.3998441,0.3540082,2103.435,147.2068,9.088397,8.253386,95.21202,109.4633,2.309772,425.54883010532,425.4868,7.265661,337.349274315751,337.0083,0.4937268,88.82601,89.91606,142.4894,-0.05860084
0.8799995,S,0.8799995,0.2936572,1.333271,0.3983218,0.336643,2104.818,147.1093,9.285573,8.047165,95.20147,109.5326,2.32271,426.111900788538,426.0421,7.712394,341.608853999968,341.2687,0.5708507,88.77618,89.90416,145.9021,-0.05327795
0.8899994,S,0.8899994,0.2973685,1.264522,0.3968589,0.3194198,2108.812,147.0116,9.4856,7.826777,95.19092,109.6019,2.335646,427.246868820995,427.1685,8.18288,345.879968396546,345.5404,0.6526794,88.72546,89.89178,149.3575,-0.0471603
0.8999994,S,0.8999994,0.3010899,1.196095,0.3954532,0.3023331,2110.026,146.9137,9.688827,7.591636,95.18037,109.6711,2.348583,427.774609668345,427.6871,8.652235,350.15651768806,349.8173,0.7392017,88.67389,89.87893,152.8557,-0.04020089
0.9099994,S,0.9099994,0.3048161,1.127978,0.3941049,0.2853923,2114.432,146.8158,9.894998,7.342101,95.16982,109.7404,2.361513,429.002264681455,428.9047,9.148848,354.445402140992,354.1063,0.8306902,88.62151,89.86559,156.3968,-0.03235143
0.9199994,S,0.9199994,0.3085532,1.060209,0.3928118,0.2685939,2115.587,146.7177,10.10453,7.077631,95.15926,109.8096,2.374439,429.518702083386,429.4105,9.640432,358.739621564135,358.4004,0.9270945,88.56834,89.85178,159.9808,-0.02356251
0.9299994,S,0.9299994,0.3122951,0.9927932,0.3915742,0.2519458,2119.525,146.6195,10.31713,6.798526,95.14871,109.8787,2.387354,430.646416255441,430.5266,10.15788,363.04527699793,362.7057,1.028673,88.51446,89.83751,163.6078,-0.01378367
0.9399994,S,0.9399994,0.3160471,0.9257691,0.3903903,0.235449,2120.896,146.5211,10.53318,6.504463,95.13816,109.9477,2.400256,431.211683145824,431.0796,10.67212,367.356668312194,367.0165,1.135394,88.45988,89.82275,167.278,-0.002963339
0.9499994,S,0.9499994,0.3198042,0.8591534,0.38926,0.2191117,2125.322,146.4227,10.75242,6.195778,95.12762,110.0167,2.413139,432.449133335347,432.3037,11.21445,371.680497575165,371.3395,1.247538,88.40466,89.80751,170.9914,0.00895132
0.9599994,S,0.9599994,0.3235723,0.7929851,0.3881814,0.202937,2126.405,146.3241,10.9753,5.8722,95.11707,110.0855,2.426,432.952896768203,432.7935,11.74722,376.009463938939,375.6674,1.36501,88.34885,89.79181,174.748,0.02201406
0.9699994,S,0.9699994,0.327345,0.7272903,0.3871546,0.1869331,2130.545,146.2254,11.20146,5.534091,95.10651,110.1541,2.43883,434.129722843661,433.9552,12.30856,380.350270298814,380.0069,1.488096,88.29251,89.77563,178.5481,0.03627959
0.9799994,S,0.9799994,0.3311281,0.6621094,0.3861776,0.1711053,2132.039,146.1266,11.43135,5.181365,95.09596,110.2225,2.451624,434.72552802549,434.5352,12.86253,384.697115831879,384.3522,1.616721,88.23568,89.759,182.3916,0.05180367
0.9899994,S,0.9899994,0.3349166,0.59748,0.3852502,0.155462,2136.08,146.0276,11.6647,4.814381,95.08541,110.2906,2.464377,435.883122547613,435.6758,13.44224,389.055703749774,388.709,1.751143,88.17844,89.74188,186.2787,0.068643
0.9999993,S,0.9999993,0.3387155,0.5334482,0.3843707,0.1400107,2137.347,145.9285,11.90188,4.433181,95.07486,110.3584,2.477079,436.430676196083,436.2057,14.01151,393.419832906684,393.0711,1.891258,88.12083,89.72432,190.2094,0.086855
1.009999,S,1.009999,0.3425194,0.4700459,0.3837268,0.1247594,2141.746,145.8293,12.14856,4.038174,95.06431,110.4259,2.489724,437.668443723537,437.4245,14.61073,397.796307849302,397.4453,2.037365,88.06293,89.7063,194.1839,0.1064981
1.019999,S,1.019999,0.3463341,0.4073305,0.3831806,0.1097157,2143.033,145.7299,12.40118,3.62948,95.05376,110.493,2.502303,438.220513590033,437.957,15.19489,402.178426481798,401.8249,2.189314,88.00479,89.68783,198.2021,0.1276315
1.029999,S,1.029999,0.350154,0.3453506,0.3826763,0.09489203,2147.006,145.6304,12.65769,3.207673,95.04321,110.5596,2.514806,439.36629235011,439.0819,15.80582,406.571993478088,406.2157,2.347372,87.9465,89.66891,202.2643,0.1503149
1.039999,S,1.039999,0.3539839,0.2841599,0.3822126,0.08029806,2148.406,145.5308,12.9185,2.773068,95.03265,110.6256,2.527223,439.944593041772,439.6387,16.403,410.971406839936,410.6121,2.511402,87.88811,89.64957,206.3704,0.1746088
1.049999,S,1.049999,0.3578191,0.2238078,0.3817885,0.06594443,2152.935,145.4311,13.1833,2.326243,95.0221,110.6911,2.539545,441.215703713139,440.8869,17.03052,415.383572347508,415.021,2.681707,87.82971,89.62978,210.5206,0.2005744
1.059999,S,1.059999,0.3616656,0.1643545,0.3814019,0.05184064,2154.089,145.3312,13.45258,1.867589,95.01155,110.7559,2.551761,441.741359422698,441.3892,17.63527,419.800986449473,419.4349,2.85806,87.77137,89.60959,214.715,0.2282732
1.069999,S,1.069999,0.3655168,0.1058573,0.3810521,0.03799852,2158.206,145.2312,13.72588,1.39778,95.001,110.82,2.563858,442.923716771076,442.5468,18.26879,424.230255028286,423.8604,3.040748,87.71318,89.58897,218.9536,0.2577672
1.079999,S,1.079999,0.3693784,0.04837316,0.380737,0.02442906,2159.828,145.1311,14.00366,0.9173978,94.99045,110.8833,2.575825,443.554468841167,443.1523,18.88401,428.665775237595,428.2919,3.229588,87.6552,89.56796,223.2365,0.2891189
