timestamp,pyros,servos,servos_deg,accelerometer,barofilteredalt,temp,gyro,gps_fix,lat,lon,gpsalt,gps_horiz_prec,gps_vert_prec,gps_num_sat,flight_time,yaw_gyro_int,pitch_gyro_int,roll_gyro_int,state,pktnum,rssi,armed_pyros,fired_pyros,badpackets,rxrssi,accel_integrated_velo,baro_max_alt,gps_max_alt,pyro_resistances,cell_voltages,total_current,converter_voltages,converter_currents,bms_protections_enabled,bms_protection_status,bms_temp,enabled_status,angleFromVertical,gnd_lat,gnd_lon,gnd_fix,gnd_alt
1775336059.618312,"[1, 1, 1, 1, 1, 1]","[1500, 1500, 1495, 1350]","[np.float64(0.0), np.float64(0.0), np.float64(-0.5), np.float64(-15.0)]","[-0.42061334765624997, 9.65725181640625, 1.47176364453125]",0.0,30.38283058166504,"[0.0, 9.24682617036, 19.89746093424]",3,0.0,0.0,0.0,4294967.295,3750003.968,0,274169,328.4533386230469,-249.34683227539062,0.0,state.GROUND_TESTING,4676,-23,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,-23,0.0,0,0,"[10.4, 1.2, 17.0, 10.4, 16.5, 15.9, 0, 0]","[4.068, 4.066, 4.061]",0.785,"[2.9952, 3.3104, 5.0064, 7.368, 8.443200000000001, 27.820800000000002]","[0.005, 0.2575, 0.6975, 0.0025, -0.003125, 0.145]",132,0,29.0,"[np.True_, np.True_, np.True_, np.True_, np.True_, np.True_]",107.4927204586199,0.0,0.0,False,0.0
1775336059.691613,"[1, 1, 1, 1, 1, 1]","[1500, 1500, 1495, 1350]","[np.float64(0.0), np.float64(0.0), np.float64(-0.5), np.float64(-15.0)]","[-0.38843527734375, 9.69862362109375, 1.19288703515625]",0.0,30.422178115844726,"[0.0, 4.9133300773199995, -9.36889648284]",3,0.0,0.0,0.0,4294967.295,3750003.968,0,274223,328.5364685058594,-249.08836364746094,0.0,state.GROUND_TESTING,4677,-23,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,-23,0.0,0,0,"[10.8, 1.2, 16.5, 10.6, 16.5, 16.5, 0, 0]","[4.068, 4.066, 4.061]",0.785,"[2.9952, 3.3104, 5.0064, 7.368, 8.443200000000001, 27.820800000000002]","[0.005, 0.2575, 0.6975, 0.0025, -0.003125, 0.145]",132,0,29.0,"[np.True_, np.True_, np.True_, np.True_, np.True_, np.True_]",107.72505074969395,0.0,0.0,False,0.0
1775336059.733828,"[1, 1, 1, 1, 1, 1]","[1500, 1500, 1495, 1350]","[np.float64(0.0), np.float64(0.0), np.float64(-0.5), np.float64(-15.0)]","[-0.3723462421875, 9.56378218359375, 1.2978488359375]",0.0,30.400318374633787,"[0.0, 2.71606445268, -8.63647460796]",3,0.0,0.0,0.0,4294967.295,3750003.968,0,274283,328.2380065917969,-248.79476928710938,0.0,state.GROUND_TESTING,4678,-23,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,-23,0.0,0,0,"[10.8, 1.2, 17.0, 10.6, 16.5, 17.0, 0, 0]","[4.069, 4.066, 4.061]",0.89,"[2.9952, 3.3120000000000003, 5.0048, 7.3664000000000005, 8.440000000000001, 27.8272]","[0.029375000000000002, 0.389375, 0.606875, 0.0, -0.001875, 0.14125000000000001]",132,0,29.0,"[np.True_, np.True_, np.True_, np.True_, np.True_, np.True_]",107.91108911954457,0.0,0.0,False,0.0
1775336059.79442,"[1, 1, 1, 1, 1, 1]","[1500, 1500, 1495, 1350]","[np.float64(0.0), np.float64(0.0), np.float64(-0.5), np.float64(-15.0)]","[-0.5692453867187499, 9.727737113281249, 1.026633671875]",0.0,30.41343421936035,"[0.0, -3.2043457026, -8.42285156112]",3,0.0,0.0,0.0,4294967.295,3750003.968,0,274343,328.6878662109375,-249.02305603027344,0.0,state.GROUND_TESTING,4679,-23,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,-23,0.0,0,0,"[10.6, 1.3, 15.9, 10.8, 15.0, 17.6, 0, 0]","[4.069, 4.066, 4.061]",0.89,"[2.9952, 3.3120000000000003, 5.0048, 7.3664000000000005, 8.440000000000001, 27.8272]","[0.029375000000000002, 0.389375, 0.606875, 0.0, -0.001875, 0.14125000000000001]",132,0,29.0,"[np.True_, np.True_, np.True_, np.True_, np.True_, np.True_]",107.80932373592931,0.0,0.0,False,0.0
1775336059.858214,"[1, 1, 1, 1, 1, 1]","[1500, 1500, 1495, 1350]","[np.float64(0.0), np.float64(0.0), np.float64(-0.5), np.float64(-15.0)]","[-0.37464467578124994, 9.6089847109375, 1.3016795585937497]",0.0,30.395946426391603,"[0.0, 3.14331054636, 0.33569335932]",3,0.0,0.0,0.0,4294967.295,3750003.968,0,274403,328.6121826171875,-249.09815979003906,0.0,state.GROUND_TESTING,4680,-23,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,-23,0.0,0,0,"[10.4, 1.3, 16.5, 10.2, 15.9, 17.6, 0, 0]","[4.069, 4.066, 4.061]",0.89,"[2.9936000000000003, 3.3104, 5.008, 7.3712, 8.4448, 27.822400000000002]","[0.023125, 0.6725, 0.735, -0.003125, 0.006875, 0.169375]",132,0,29.0,"[np.True_, np.True_, np.True_, np.True_, np.True_, np.True_]",107.73164208827602,0.0,0.0,False,0.0
1775336059.905062,"[1, 1, 1, 1, 1, 1]","[1500, 1500, 1495, 1350]","[np.float64(0.0), np.float64(0.0), np.float64(-0.5), np.float64(-15.0)]","[-0.31794998046875, 9.6151138671875, 1.18982245703125]",0.0,30.400318374633787,"[0.0, 4.0588378899599995, -6.5612792958]",3,0.0,0.0,0.0,4294967.295,3750003.968,0,274457,328.7364807128906,-249.00973510742188,0.0,state.GROUND_TESTING,4681,-23,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,-23,0.0,0,0,"[10.2, 1.2, 17.0, 10.4, 16.5, 16.5, 0, 0]","[4.069, 4.066, 4.061]",0.89,"[2.9936000000000003, 3.3104, 5.008, 7.3712, 8.4448, 27.822400000000002]","[0.023125, 0.6725, 0.735, -0.003125, 0.006875, 0.169375]",132,0,29.0,"[np.True_, np.True_, np.True_, np.True_, np.True_, np.True_]",107.82998476977849,0.0,0.0,False,0.0
1775336059.978133,"[1, 1, 1, 1, 1, 1]","[1500, 1500, 1495, 1350]","[np.float64(0.0), np.float64(0.0), np.float64(-0.5), np.float64(-15.0)]","[-0.401459734375, 9.70934964453125, 1.1767979999999998]",0.0,30.400318374633787,"[0.0, 1.31225585916, -2.50244140584]",3,0.0,0.0,0.0,4294967.295,3750003.968,0,274517,328.5988464355469,-248.88827514648438,0.0,state.GROUND_TESTING,4682,-23,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,-23,0.0,0,0,"[10.0, 1.2, 15.9, 10.6, 16.5, 15.9, 0, 0]","[4.069, 4.066, 4.061]",0.89,"[2.9952, 3.3120000000000003, 5.008, 7.3696, 8.4448, 27.817600000000002]","[0.02875, 0.6425, 0.606875, 0.000625, 0.0075, 0.170625]",132,0,29.0,"[np.True_, np.True_, np.True_, np.True_, np.True_, np.True_]",107.90470353690365,0.0,0.0,False,0.0
1775336060.0265641,"[1, 1, 1, 1, 1, 1]","[1500, 1500, 1495, 1350]","[np.float64(0.0), np.float64(0.0), np.float64(-0.5), np.float64(-15.0)]","[-0.42674250390625, 9.58063736328125, 1.22353281640625]",0.0,30.391574478149415,"[0.0, -6.5612792958, -1.3732910154]",3,0.0,0.0,0.0,4294967.295,3750003.968,0,274577,328.7590637207031,-248.9071807861328,0.0,state.GROUND_TESTING,4683,-23,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,-23,0.0,0,0,"[10.8, 1.3, 17.0, 10.8, 15.5, 16.5, 0, 0]","[4.069, 4.066, 4.061]",0.89,"[2.9952, 3.3120000000000003, 5.008, 7.3696, 8.4448, 27.817600000000002]","[0.02875, 0.6425, 0.606875, 0.000625, 0.0075, 0.170625]",132,0,29.0,"[np.True_, np.True_, np.True_, np.True_, np.True_, np.True_]",107.92038195569864,0.0,0.0,False,0.0
1775336060.095464,"[1, 1, 1, 1, 1, 1]","[1500, 1500, 1495, 1350]","[np.float64(0.0), np.float64(0.0), np.float64(-0.5), np.float64(-15.0)]","[-0.35549106249999995, 9.503256765625, 1.204379203125]",0.0,30.422178115844726,"[0.0, 3.26538085884, -2.10571289028]",3,0.0,0.0,0.0,4294967.295,3750003.968,0,274637,328.8377685546875,-248.90834045410156,0.0,state.GROUND_TESTING,4684,-23,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,-23,0.0,0,0,"[10.6, 1.3, 17.6, 10.8, 15.9, 16.5, 0, 0]","[4.069, 4.066, 4.061]",0.89,"[2.992, 3.3104, 5.008, 7.3632, 8.4448, 27.817600000000002]","[0.005, 0.243125, 0.658125, -0.001875, -0.000625, 0.15687500000000001]",132,0,29.0,"[np.True_, np.True_, np.True_, np.True_, np.True_, np.True_]",107.93483107922698,0.0,0.0,False,0.0
1775336060.140438,"[1, 1, 1, 1, 1, 1]","[1500, 1500, 1495, 1350]","[np.float64(0.0), np.float64(0.0), np.float64(-0.5), np.float64(-15.0)]","[-0.42904093749999994, 9.79209325390625, 1.247283296875]",0.0,30.395946426391603,"[0.0, -13.82446288836, -5.24902343664]",3,0.0,0.0,0.0,4294967.295,3750003.968,0,274691,328.80267333984375,-248.75601196289062,0.0,state.GROUND_TESTING,4685,-23,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,-23,0.0,0,0,"[10.4, 1.2, 16.5, 10.6, 15.0, 17.0, 0, 0]","[4.069, 4.066, 4.061]",0.89,"[2.992, 3.3104, 5.008, 7.3632, 8.4448, 27.817600000000002]","[0.005, 0.243125, 0.658125, -0.001875, -0.000625, 0.15687500000000001]",132,0,29.0,"[np.True_, np.True_, np.True_, np.True_, np.True_, np.True_]",108.0557141242411,0.0,0.0,False,0.0
