timestamp,pyrostat,servostat,accel,barometer,baro_alt_filtered,baro_vel_filtered,temp,gyro,magnetometer,heading,gps_fix_status,lat,lon,gpsalt,pdop,hdop,vdop,flight_time,last_rec,yaw_gyro_int,pitch_gyro_int,roll_gyro_int,batt_voltage,rocket_state,pktnum,rssi,armed_pyros,fired_pyros,badpackets,rxrssi,accel_integrated_velo,baro_max_alt,gps_max_alt
1762635759.036001,"[0, 2, 2, 2, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1558, 1483]","[9.6151138671875, -0.689530078125, -0.7661445312499999]",6181336,9.057373046875,-0.17760129272937775,8799352,"[-0.06103515624, 0.27465820308, 0.12207031248]","[-205.1875, 425.375, 262.375]",38.68120193481445,1,42.702613830566406,-77.19052124023438,-8.600006103515625,1.0499999523162842,0.5799999833106995,0.8700000047683716,471300,19,-38.33744430541992,18.536495208740234,66.0030288696289,11.71625804901123,state.PRE_FLIGHT,8315,-53,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",121,-67,0.0,9.884033203125,1.800018310546875
1762635759.0869176,"[0, 2, 2, 2, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1558, 1483]","[9.730035546875, -0.7661445312499999, -0.8044517578125]",6181336,9.114471435546875,0.21105442941188812,8799288,"[-0.12207031248, 1.00708007796, 0.12207031248]","[-201.5625, 438.625, 240.875]",40.585567474365234,1,42.702613830566406,-77.19052124023438,-8.600006103515625,1.0499999523162842,0.5799999833106995,0.8700000047683716,471352,11,-38.339149475097656,18.542713165283203,66.0254135131836,11.784773826599121,state.PRE_FLIGHT,8316,-53,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",121,-68,0.0,9.884033203125,1.800018310546875
1762635759.138606,"[0, 2, 2, 2, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1558, 1483]","[9.6917283203125, -0.612915625, -0.8810662109374999]",6181240,9.26995849609375,1.3010029792785645,8799160,"[-0.06103515624, 0.73242187488, 0.03051757812]","[-203.9375, 419.8125, 254.875]",39.32263946533203,1,42.702613830566406,-77.19052124023438,-8.600006103515625,1.0499999523162842,0.5799999833106995,0.8700000047683716,471403,11,-38.342323303222656,18.550039291381836,66.0498275756836,11.64774227142334,state.PRE_FLIGHT,8317,-54,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",121,-69,0.0,9.884033203125,1.800018310546875
1762635759.1999366,"[0, 2, 2, 2, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1558, 1483]","[9.5001921875, -0.5363011718749999, -0.6512228515624999]",6181560,9.47552490234375,1.0693384408950806,8798456,"[-0.1525878906, -0.3051757812, 0.12207031248]","[-189.3125, 454.9375, 200.4375]",44.03672409057617,1,42.702613830566406,-77.19052124023438,-8.600006103515625,1.0499999523162842,0.5799999833106995,0.8700000047683716,471464,20,-38.348060607910156,18.5562686920166,66.06362915039062,11.693419456481934,state.PRE_FLIGHT,8318,-54,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",121,-68,0.0,9.884033203125,1.800018310546875
1762635759.251819,"[0, 2, 2, 2, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1558, 1483]","[9.6151138671875, -0.6512228515624999, -0.7661445312499999]",6181016,9.374481201171875,0.809235692024231,8799352,"[-0.18310546872, -0.39672851556, 0.03051757812]","[-199.875, 443.25, 238.5625]",40.62065505981445,1,42.702613830566406,-77.19052124023438,-8.600006103515625,1.0499999523162842,0.5799999833106995,0.8700000047683716,471515,11,-38.35891342163086,18.5577335357666,66.06620025634766,11.693419456481934,state.PRE_FLIGHT,8319,-54,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",121,-68,0.0,9.884033203125,1.800018310546875
1762635759.3041363,"[0, 2, 2, 2, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1558, 1483]","[9.6151138671875, -0.612915625, -0.3447650390625]",6181400,9.21575927734375,0.31019067764282227,8798904,"[-0.24414062496, -0.27465820308, -0.09155273436]","[-206.25, 420.1875, 260.1875]",39.06016540527344,1,42.702613830566406,-77.19052124023438,-8.600006103515625,1.0499999523162842,0.5799999833106995,0.8700000047683716,471565,10,-38.372589111328125,18.5546817779541,66.06241607666016,11.693419456481934,state.PRE_FLIGHT,8320,-54,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",121,-68,0.0,9.884033203125,1.800018310546875
1762635759.360284,"[0, 2, 2, 2, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1558, 1483]","[9.3852705078125, -0.6512228515624999, -0.612915625]",6181240,9.231048583984375,-0.1326105296611786,8798328,"[-0.1525878906, -0.3051757812, -0.03051757812]","[-199.5625, 436.0, 232.0625]",41.35989761352539,1,42.702613830566406,-77.19052124023438,-8.600006103515625,1.0499999523162842,0.5799999833106995,0.8700000047683716,471626,10,-38.38722229003906,18.5518741607666,66.03934478759766,11.693419456481934,state.PRE_FLIGHT,8321,-53,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",121,-68,0.0,9.884033203125,1.800018310546875
1762635759.412786,"[0, 2, 2, 2, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1558, 1483]","[9.423577734375, -0.8810662109374999, -0.6512228515624999]",6181240,9.30023193359375,1.1606464385986328,8798616,"[-0.1525878906, 0.24414062496, 0.09155273436]","[-201.25, 444.5625, 231.375]",41.6837158203125,1,42.702613830566406,-77.19052124023438,-8.600006103515625,1.0499999523162842,0.5799999833106995,0.8700000047683716,471678,11,-38.39442443847656,18.5541934967041,66.03104400634766,11.670580863952637,state.PRE_FLIGHT,8322,-53,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",121,-68,0.0,9.884033203125,1.800018310546875
1762635759.4674408,"[0, 2, 2, 2, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1558, 1483]","[9.7683427734375, -0.19153613281249998, -0.8044517578125]",6181208,9.490814208984375,1.2620415687561035,8798872,"[0.0, 1.09863281232, 0.24414062496]","[-189.25, 463.3125, 199.4375]",44.17048263549805,1,42.702613830566406,-77.19052124023438,-8.600006103515625,1.0499999523162842,0.5799999833106995,0.8700000047683716,471731,9,-38.39857482910156,18.563716888427734,66.07279205322266,11.579225540161133,state.PRE_FLIGHT,8323,-53,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",121,-68,0.0,9.884033203125,1.800018310546875
1762635759.516294,"[0, 2, 2, 2, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1558, 1483]","[9.576806640625, -0.4213794921875, -0.9193734375]",6181016,9.785736083984375,1.0736583471298218,8798136,"[-0.06103515624, 0.42724609368, 0.18310546872]","[-191.125, 444.875, 208.1875]",43.22385025024414,1,42.702613830566406,-77.19052124023438,-8.600006103515625,1.0499999523162842,0.5799999833106995,0.8700000047683716,471782,0,-38.39894104003906,18.574100494384766,66.11528778076172,11.670580863952637,state.PRE_FLIGHT,8324,-53,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",121,-67,0.0,9.884033203125,1.800018310546875
1762635759.5686314,"[0, 2, 2, 2, 2, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 1558, 1483]","[9.730035546875, -0.45968671875, -0.3447650390625]",6180856,9.728515625,0.9235069751739502,8799704,"[-0.12207031248, 0.48828124992, 0.09155273436]","[-195.875, 459.625, 226.125]",41.566524505615234,1,42.702613830566406,-77.19052124023438,-8.600006103515625,1.0499999523162842,0.5799999833106995,0.8700000047683716,471832,10,-38.40138244628906,18.582279205322266,66.13140106201172,11.784773826599121,state.PRE_FLIGHT,8325,-54,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",121,-68,0.0,9.884033203125,1.800018310546875
