1762117597.3579628,"[1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 1615, 1540]","[-0.15322890625, -3.1794998046874996, -9.2320416015625]",10710840,-5842.81298828125,0.0,8949944,"[-0.3051757812, -0.09155273436, 0.03051757812]","[168.5625, -58.1875, 463.75]",339.58929443359375,1,42.357322692871094,0,-27.100000381469727,1.3700000047683716,0.7300000190734863,1.159999966621399,724377,19,-26.560712814331055,0.07227186858654022,-0.9513500928878784,12.058838844299316,state.GROUND_TESTING,12410,-53,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",24,-67,-7316.666015625,0.0,0.0
1762117597.5161495,"[1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 1617, 1542]","[-0.45968671875, -2.7964275390625, -9.6917283203125]",10710552,-5842.81298828125,0.0,8950584,"[-0.36621093744, -1.15966796856, 0.0]","[176.6875, -45.5625, 437.0625]",337.51715087890625,1,42.357322692871094,0,-27.100000381469727,1.3700000047683716,0.7300000190734863,1.159999966621399,724427,11,-26.57499122619629,0.07349275052547455,-0.9849100112915039,11.99032211303711,state.GROUND_TESTING,12411,-53,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",24,-67,-7317.17138671875,0.0,0.0
1762117597.5161495,"[1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 1618, 1543]","[-0.45968671875, -2.6048914062499997, -9.5001921875]",10710808,-5842.81298828125,0.0,8950072,"[-0.3051757812, 0.57983398428, 0.03051757812]","[164.1875, -56.5, 481.8125]",340.7679748535156,1,42.357322692871094,0,-27.100000381469727,1.3700000047683716,0.7300000190734863,1.159999966621399,724487,20,-26.592803955078125,0.07287714630365372,-1.010093331336975,12.058838844299316,state.GROUND_TESTING,12412,-53,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",24,-66,-7317.77734375,0.0,0.0
1762117597.529643,"[1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 1618, 1543]","[-0.45968671875, -2.8730419921875, -9.65342109375]",10711512,-5842.81298828125,0.0,8950552,"[-0.3051757812, -0.70190429676, 0.03051757812]","[180.3125, -20.8125, 427.5]",336.645263671875,1,42.357322692871094,0,-27.100000381469727,1.3700000047683716,0.7300000190734863,1.159999966621399,724548,20,-26.61099624633789,0.07605601102113724,-1.001171350479126,12.058838844299316,state.GROUND_TESTING,12413,-52,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",24,-66,-7318.38427734375,0.0,0.0
1762117597.5817633,"[1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 1620, 1545]","[-0.3447650390625, -2.9496564453125, -9.576806640625]",10709816,-5842.81298828125,0.0,8949784,"[-0.33569335932, -0.21362304684, 0.06103515624]","[172.5625, -52.375, 455.5625]",338.80438232421875,1,42.35731506347656,0,-26.700000762939453,1.3700000047683716,0.7300000190734863,1.159999966621399,724600,7,-26.629064559936523,0.07556384801864624,-1.047930121421814,12.058838844299316,state.GROUND_TESTING,12414,-52,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",24,-66,-7318.92041015625,0.0,0.0
1762117597.6390004,"[1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 1619, 1544]","[-0.26815058593749996, -2.8730419921875, -9.34696328125]",10710392,-5842.81298828125,0.0,8949848,"[-0.39672851556, 1.12915039044, 0.0]","[182.25, -33.9375, 415.75]",335.83062744140625,1,42.35731506347656,0,-26.700000762939453,1.3700000047683716,0.7300000190734863,1.159999966621399,724660,19,-26.64920997619629,0.07776669412851334,-0.9944472908973694,12.058838844299316,state.GROUND_TESTING,12415,-52,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",24,-66,-7319.5244140625,0.0,0.0
1762117597.698585,"[1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 1616, 1541]","[-0.19153613281249998, -2.7581203125, -9.576806640625]",10710136,-5842.81298828125,0.0,8949688,"[-0.3051757812, -0.21362304684, 0.03051757812]","[170.4375, -58.3125, 459.8125]",339.2197265625,1,42.35731506347656,0,-26.700000762939453,1.3700000047683716,0.7300000190734863,1.159999966621399,724720,19,-26.668363571166992,0.07923097163438797,-0.9674986004829407,12.058838844299316,state.GROUND_TESTING,12416,-52,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",24,-65,-7320.1318359375,0.0,0.0
1762117597.7616255,"[1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 1618, 1543]","[-0.49799394531249996, -2.834734765625, -9.65342109375]",10711064,-5842.81298828125,0.0,8949720,"[-0.3051757812, -1.19018554668, 0.06103515624]","[167.5625, -45.875, 471.1875]",339.99530029296875,1,42.35731506347656,0,-26.700000762939453,1.3700000047683716,0.7300000190734863,1.159999966621399,724780,20,-26.68655014038086,0.08008614182472229,-1.022798776626587,12.03600025177002,state.GROUND_TESTING,12417,-52,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",24,-65,-7320.73583984375,0.0,0.0
1762117597.8203955,"[1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 1622, 1547]","[-0.3447650390625, -2.6815058593749996, -9.193734375]",10711480,-5842.81298828125,0.0,8951640,"[-0.3051757812, -1.64794921848, -0.03051757812]","[186.9375, -18.25, 401.9375]",334.5391540527344,1,42.35731506347656,0,-26.700000762939453,1.3700000047683716,0.7300000190734863,1.159999966621399,724840,20,-26.706218719482422,0.08167073875665665,-1.105384111404419,12.195871353149414,state.GROUND_TESTING,12418,-51,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",24,-65,-7321.341796875,0.0,0.0
1762117597.8718767,"[1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 1627, 1552]","[-0.19153613281249998, -2.91134921875, -9.4618849609375]",10710584,-5842.81298828125,0.0,8951064,"[-0.24414062496, -0.70190429676, 0.03051757812]","[178.75, -25.5, 434.1875]",337.146240234375,1,42.35731506347656,0,-26.700000762939453,1.3700000047683716,0.7300000190734863,1.159999966621399,724890,11,-26.719148635864258,0.08264697343111038,-1.1609948873519897,12.013161659240723,state.GROUND_TESTING,12419,-52,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",24,-65,-7321.8447265625,0.0,0.0
1762117597.9322894,"[1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 1628, 1553]","[-0.3447650390625, -3.0262708984374997, -9.730035546875]",10710776,-5842.81298828125,0.0,8950808,"[-0.39672851556, 0.36621093744, -0.03051757812]","[189.1875, -28.3125, 398.9375]",334.10382080078125,1,42.35731506347656,0,-26.700000762939453,1.3700000047683716,0.7300000190734863,1.159999966621399,724951,20,-26.736873626708984,0.0831351950764656,-1.1651363372802734,11.944644927978516,state.GROUND_TESTING,12420,-52,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",24,-66,-7322.453125,0.0,0.0
1762117597.9878504,"[1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 1624, 1549]","[-0.26815058593749996, -2.6431986328124997, -9.423577734375]",10710424,-5842.81298828125,0.0,8949880,"[-0.36621093744, 1.43432617164, 0.09155273436]","[174.0625, -59.5625, 452.4375]",338.5025634765625,1,42.35731506347656,0,-26.700000762939453,1.3700000047683716,0.7300000190734863,1.159999966621399,725010,20,-26.756263732910156,0.08483923226594925,-1.1058439016342163,12.03600025177002,state.GROUND_TESTING,12421,-52,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",24,-65,-7323.05712890625,0.0,0.0
1762117598.051234,"[1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 1620, 1545]","[-0.229843359375, -2.91134921875, -9.4618849609375]",10710712,-5842.81298828125,0.0,8951192,"[-0.3051757812, 0.9155273436, 0.06103515624]","[175.0, -46.9375, 448.75]",338.2364501953125,1,42.35731506347656,0,-26.700000762939453,1.3700000047683716,0.7300000190734863,1.159999966621399,725071,20,-26.774702072143555,0.08690551668405533,-1.0311421155929565,12.058838844299316,state.GROUND_TESTING,12422,-52,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",24,-65,-7323.66015625,0.0,0.0
1762117598.1129084,"[1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 1617, 1542]","[-0.3064578125, -2.9496564453125, -9.423577734375]",10711864,-5842.81298828125,0.0,8950904,"[-0.3051757812, 1.03759765608, 0.0]","[182.0, -36.25, 418.0]",335.9751892089844,1,42.35731506347656,0,-26.700000762939453,1.3700000047683716,0.7300000190734863,1.159999966621399,725131,20,-26.79302406311035,0.08862124383449554,-0.9759318232536316,12.058838844299316,state.GROUND_TESTING,12423,-52,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",24,-66,-7324.26953125,0.0,0.0
1762117598.165341,"[1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 1613, 1538]","[-0.38307226562499996, -3.1028853515624997, -9.7683427734375]",10710712,-5842.81298828125,0.0,8951416,"[-0.27465820308, 0.82397460924, 0.06103515624]","[167.5, -62.6875, 469.375]",339.93109130859375,1,42.35731506347656,0,-26.700000762939453,1.3700000047683716,0.7300000190734863,1.159999966621399,725191,20,-26.812408447265625,0.09065613150596619,-0.922720730304718,12.03600025177002,state.GROUND_TESTING,12424,-52,"[0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",24,-65,-7324.87353515625,0.0,0.0
